u	q	r
21	31790	0.3333333333333333
122	31790	0.3333333333333333
1731	31790	0.3333333333333333
3	31791	0.25
180	31791	0.25
198	31791	0.5
350	31792	0.5
50	31792	0.5
25	31794	0.3333333333333333
1551	31794	0.6666666666666666
50	31795	1.0
531	31800	0.1
875	31800	0.1
1333	31800	0.3
1939	31800	0.1
2305	31800	0.2
2485	31800	0.2
14	31815	0.25
122	31815	0.25
2022	31815	0.5
16	31817	0.25
91	31817	0.25
7606	31817	0.25
2148	31817	0.25
3	31818	0.2
21	31818	0.2
102	31818	0.6
1050	31822	0.5
1279	31822	0.25
1551	31822	0.25
14	31829	0.3333333333333333
186	31829	0.6666666666666666
95	31831	0.5
186	31831	0.5
87	31833	0.1
195	31833	0.3
606	31833	0.1
1621	31833	0.5
186	31843	0.25
309	31843	0.25
1778	31843	0.5
1038	31844	0.6666666666666666
3217	31844	0.3333333333333333
1805	31850	0.5
2182	31850	0.5
7971	31853	0.5
1201	31853	0.5
11	31854	0.5
2177	31854	0.5
3	31855	0.14285714285714285
11	31855	0.14285714285714285
1551	31855	0.5714285714285714
1731	31855	0.14285714285714285
14	31856	0.3333333333333333
57	31856	0.3333333333333333
1617	31856	0.3333333333333333
186	31858	0.5
1992	31858	0.5
142	31862	0.5
189	31862	0.5
358	31868	0.5
252	31868	0.5
113	31870	0.4
2051	31870	0.6
14	31871	0.14285714285714285
1616	31871	0.2857142857142857
2183	31871	0.5714285714285714
2053	31875	1.0
653	31880	0.4
2053	31880	0.5
3784	31880	0.1
3	31885	0.3333333333333333
2009	31885	0.6666666666666666
1180	31890	1.0
186	31903	0.3333333333333333
1505	31903	0.3333333333333333
2186	31903	0.3333333333333333
14	31908	0.16666666666666666
173	31908	0.16666666666666666
2051	31908	0.5
22637	31908	0.16666666666666666
25	31915	0.25
1038	31915	0.25
2205	31915	0.25
2187	31915	0.25
351	31926	0.5
2188	31926	0.5
3	31930	0.5
1039	31930	0.5
270	31932	0.6666666666666666
1505	31932	0.3333333333333333
141	31933	0.5
1883	31933	0.5
21	31935	0.2
1539	31935	0.2
23111	31935	0.4
201	31935	0.2
25	31943	0.4
168	31943	0.6
25	31944	0.2
2186	31944	0.2
5184	31944	0.2
33655	31944	0.2
2170	31944	0.2
890	31946	0.75
1201	31946	0.25
1744	31956	1.0
10	31961	0.5714285714285714
1992	31961	0.42857142857142855
2044	31967	0.2
2175	31967	0.2
2934	31967	0.4
2190	31967	0.2
55	31983	1.0
21	31992	0.06666666666666667
127	31992	0.26666666666666666
2193	31992	0.5333333333333333
2241	31992	0.06666666666666667
29579	31992	0.06666666666666667
189	31995	0.4
1931	31995	0.6
25	31996	0.3333333333333333
173	31996	0.16666666666666666
547	31996	0.16666666666666666
1102	31996	0.16666666666666666
2194	31996	0.16666666666666666
141	31997	0.5
189	31997	0.5
21	32003	0.375
2069	32003	0.625
91	32008	0.3333333333333333
1535	32008	0.6666666666666666
189	32015	0.3333333333333333
358	32015	0.3333333333333333
252	32015	0.3333333333333333
14	32020	0.1111111111111111
21	32020	0.1111111111111111
25	32020	0.2222222222222222
309	32020	0.5555555555555556
91	32022	0.5
2097	32022	0.5
186	32024	0.3333333333333333
2177	32024	0.6666666666666666
934	32028	0.5
2115	32028	0.5
87	32032	0.25
186	32032	0.25
4216	32032	0.25
2196	32032	0.25
25	32039	0.2727272727272727
1038	32039	0.45454545454545453
3217	32039	0.18181818181818182
6427	32039	0.09090909090909091
21	32061	0.25
25	32061	0.25
3662	32061	0.25
1863	32061	0.25
1038	32075	0.5
2167	32075	0.5
113	32080	0.25
2051	32080	0.75
1314	32101	0.4
1871	32101	0.6
21	32106	0.5
2203	32106	0.5
5347	32109	0.3333333333333333
26301	32109	0.3333333333333333
1325	32109	0.3333333333333333
1551	32115	0.5
2135	32115	0.5
1849	32116	0.6666666666666666
3232	32116	0.3333333333333333
329	32126	0.6666666666666666
502	32126	0.3333333333333333
3	32130	0.5
2135	32130	0.5
795	32137	0.3333333333333333
2429	32137	0.3333333333333333
1393	32137	0.3333333333333333
14	32146	0.25
127	32146	0.5
2208	32146	0.25
14	32148	0.5
2175	32148	0.5
3	32149	0.25
14	32149	0.25
1621	32149	0.5
25	32150	0.2
198	32150	0.2
1621	32150	0.2
2224	32150	0.2
2209	32150	0.2
635	32151	0.3333333333333333
1272	32151	0.6666666666666666
186	32155	0.3333333333333333
1327	32155	0.6666666666666666
78	32163	0.5
2187	32163	0.5
50	32170	0.5
1336	32170	0.25
27785	32170	0.25
38	32183	0.16666666666666666
635	32183	0.3333333333333333
791	32183	0.5
55	32184	0.5
378	32184	0.5
62	32188	0.1111111111111111
91	32188	0.2222222222222222
639	32188	0.2222222222222222
1332	32188	0.4444444444444444
3	32192	0.5
1114	32192	0.5
87	32193	0.25
2206	32193	0.5
4609	32193	0.25
329	32194	0.6666666666666666
502	32194	0.3333333333333333
3	32195	0.5
1829	32195	0.5
14	32199	0.2
1505	32199	0.2
2035	32199	0.6
3	32200	0.3333333333333333
635	32200	0.3333333333333333
2212	32200	0.3333333333333333
2486	32202	0.4
11371	32202	0.4
2211	32202	0.2
57	32204	0.25
62	32204	0.25
1535	32204	0.5
961	32214	0.2
1736	32214	0.8
21	32217	0.5
2213	32217	0.5
173	32221	0.4
639	32221	0.6
102	32222	0.4
1634	32222	0.4
2652	32222	0.2
4354	32224	0.5
2214	32224	0.5
14	32225	0.5
1575	32225	0.5
3	32226	0.3333333333333333
11	32226	0.3333333333333333
1020	32226	0.3333333333333333
3	32233	0.3333333333333333
19	32233	0.6666666666666666
18	32245	0.16666666666666666
1083	32245	0.6666666666666666
2218	32245	0.16666666666666666
14	32262	0.5
1344	32262	0.5
2218	32263	0.5
2063	32263	0.5
14	32264	0.5
1344	32264	0.5
653	32269	0.375
871	32269	0.25
1953	32269	0.25
4057	32269	0.125
636	32271	0.3333333333333333
961	32271	0.3333333333333333
2218	32271	0.3333333333333333
653	32272	0.5
1953	32272	0.5
127	32280	0.5
2219	32280	0.5
120	32281	0.3333333333333333
198	32281	0.3333333333333333
2219	32281	0.3333333333333333
141	32284	0.5
1875	32284	0.5
50	32286	0.5
2220	32286	0.5
21	32288	0.25
653	32288	0.25
1997	32288	0.25
1333	32288	0.25
21	32292	0.4
105	32292	0.4
1165	32292	0.2
141	32296	0.3333333333333333
4530	32296	0.3333333333333333
2104	32296	0.3333333333333333
127	32301	0.5
2221	32301	0.5
21	32309	0.3333333333333333
351	32309	0.5
1034	32309	0.16666666666666666
186	32312	0.5
2210	32312	0.5
1073	32313	0.3333333333333333
2017	32313	0.6666666666666666
653	32319	0.25
1333	32319	0.5
1762	32319	0.25
173	32320	0.3333333333333333
26288	32320	0.3333333333333333
2177	32320	0.3333333333333333
1034	32322	0.3333333333333333
5249	32322	0.5
2222	32322	0.16666666666666666
173	32329	0.5
2223	32329	0.5
21	32330	0.25
2223	32330	0.75
21	32331	0.5
1569	32331	0.5
141	32333	0.5
2223	32333	0.5
3	32334	0.25
1112	32334	0.25
6751	32334	0.25
1871	32334	0.25
21	32336	0.3333333333333333
2017	32336	0.6666666666666666
1201	32346	0.2
2362	32346	0.2
2757	32346	0.4
2087	32346	0.2
14	32348	0.4
2199	32348	0.6
21	32356	0.5
1809	32356	0.5
1938	32360	0.5
2226	32360	0.5
653	32362	0.5
2228	32362	0.5
21	32363	0.5
470	32363	0.5
961	32367	0.3333333333333333
1472	32367	0.6666666666666666
4040	32373	0.5
1973	32373	0.5
21	32386	0.5
2221	32386	0.5
2948	32389	0.5
2231	32389	0.5
1034	32390	0.3333333333333333
1633	32390	0.6666666666666666
3	32391	0.16666666666666666
55	32391	0.16666666666666666
141	32391	0.16666666666666666
329	32391	0.5
21	32395	0.25
2193	32395	0.5
4849	32395	0.25
21	32396	0.25
2017	32396	0.75
25	32397	0.125
69	32397	0.125
2232	32397	0.5
3131	32397	0.25
14	32399	0.4
1481	32399	0.6
186	32409	0.2
195	32409	0.2
961	32409	0.2
2151	32409	0.2
2152	32409	0.2
653	32416	0.3333333333333333
1982	32416	0.5
4057	32416	0.16666666666666666
50	32424	0.5
2233	32424	0.5
3	32430	0.5
1919	32430	0.5
62	32432	0.5
1992	32432	0.5
141	32441	0.2
2920	32441	0.2
26893	32441	0.2
28707	32441	0.2
2235	32441	0.2
29	32445	0.3333333333333333
653	32445	0.16666666666666666
2193	32445	0.5
55	32446	0.25
2236	32446	0.5
2282	32446	0.25
3	32447	0.5
2236	32447	0.5
91	32450	0.3333333333333333
27267	32450	0.3333333333333333
1102	32450	0.3333333333333333
195	32456	0.2
270	32456	0.2
2019	32456	0.4
2774	32456	0.2
127	32460	0.3333333333333333
907	32460	0.6666666666666666
1102	32461	0.3333333333333333
1463	32461	0.6666666666666666
11	32462	0.25
55	32462	0.25
1903	32462	0.5
3	32468	0.25
25	32468	0.25
1387	32468	0.5
127	32472	0.5
2034	32472	0.5
14	32485	0.2
194	32485	0.4
606	32485	0.2
22776	32485	0.2
410	32490	0.4
967	32490	0.4
1959	32490	0.2
21	32494	0.4
1891	32494	0.2
2189	32494	0.4
14	32497	0.3333333333333333
2238	32497	0.6666666666666666
653	32501	0.25
2319	32501	0.25
28542	32501	0.25
2115	32501	0.25
3	32503	0.5
2239	32503	0.5
25	32510	0.1111111111111111
122	32510	0.16666666666666666
180	32510	0.05555555555555555
1034	32510	0.1111111111111111
1039	32510	0.16666666666666666
5346	32510	0.1111111111111111
12276	32510	0.2222222222222222
18936	32510	0.05555555555555555
241	32516	1.0
25	32520	0.25
1039	32520	0.5
1938	32520	0.125
4751	32520	0.125
961	32525	0.2
1992	32525	0.8
961	32529	0.5454545454545454
2177	32529	0.2727272727272727
5132	32529	0.09090909090909091
6681	32529	0.09090909090909091
2235	32533	0.75
6367	32533	0.25
25	32536	0.1
1314	32536	0.8
2243	32536	0.1
141	32544	0.07692307692307693
186	32544	0.3076923076923077
2244	32544	0.15384615384615385
2557	32544	0.07692307692307693
3362	32544	0.3076923076923077
4027	32544	0.07692307692307693
173	32557	0.25
452	32557	0.75
127	32560	0.5
2245	32560	0.5
1314	32572	0.3333333333333333
1621	32572	0.6666666666666666
87	32573	0.2
127	32573	0.2
708	32573	0.6
1333	32581	0.7142857142857143
1997	32581	0.2857142857142857
3	32597	0.2
11	32597	0.2
735	32597	0.6
1826	32602	1.0
9	32608	0.25
11	32608	0.25
25	32608	0.5
180	32615	0.25
4555	32615	0.25
4774	32615	0.25
2104	32615	0.25
10	32616	0.3333333333333333
241	32616	0.6666666666666666
138	32633	0.3333333333333333
2252	32633	0.6666666666666666
29	32637	0.3333333333333333
2254	32637	0.6666666666666666
51	32640	0.5714285714285714
1247	32640	0.2857142857142857
2356	32640	0.14285714285714285
3	32647	0.25
25	32647	0.25
2236	32647	0.5
21	32661	0.2857142857142857
25	32661	0.14285714285714285
55	32661	0.14285714285714285
791	32661	0.42857142857142855
55	32662	0.2
2058	32662	0.8
104	32673	0.5
2233	32673	0.5
3	32677	0.5
2081	32677	0.5
25	32684	0.07692307692307693
1979	32684	0.38461538461538464
2193	32684	0.38461538461538464
4722	32684	0.15384615384615385
3	32692	0.14285714285714285
195	32692	0.2857142857142857
2193	32692	0.14285714285714285
2258	32692	0.42857142857142855
25	32701	0.3333333333333333
87	32701	0.6666666666666666
186	32706	1.0
3	32709	0.2
24534	32709	0.6
2213	32709	0.2
25	32712	0.3333333333333333
888	32712	0.3333333333333333
1953	32712	0.3333333333333333
25	32714	0.2
1483	32714	0.2
2034	32714	0.6
21	32718	0.18181818181818182
25	32718	0.2727272727272727
266	32718	0.09090909090909091
653	32718	0.09090909090909091
1483	32718	0.36363636363636365
3	32727	0.3333333333333333
597	32727	0.3333333333333333
1914	32727	0.3333333333333333
2135	32730	1.0
653	32733	0.5
1624	32733	0.5
9	32736	0.14285714285714285
25	32736	0.2857142857142857
597	32736	0.14285714285714285
606	32736	0.42857142857142855
9	32738	0.25
25	32738	0.375
1011	32738	0.375
25	32747	0.5
2260	32747	0.5
2207	32748	1.0
91	32751	0.6
2171	32751	0.4
3	32752	0.25
24534	32752	0.5
2213	32752	0.25
653	32756	0.2
1588	32756	0.2
2108	32756	0.4
2275	32756	0.2
3	32764	0.16666666666666666
14	32764	0.16666666666666666
173	32764	0.16666666666666666
2213	32764	0.5
141	32775	0.4
2254	32775	0.4
3120	32775	0.2
410	32782	0.5
2182	32782	0.5
905	32783	0.5
2104	32783	0.5
55	32786	0.25
1770	32786	0.5
2899	32786	0.25
127	32787	0.3333333333333333
3932	32787	0.3333333333333333
2177	32787	0.3333333333333333
961	32793	0.36363636363636365
1736	32793	0.09090909090909091
2051	32793	0.5454545454545454
875	32814	0.5
2213	32814	0.5
1314	32817	0.5
2213	32817	0.5
87	32818	0.3333333333333333
2231	32818	0.6666666666666666
57	32819	0.3333333333333333
2176	32819	0.6666666666666666
195	32841	0.3333333333333333
2967	32841	0.3333333333333333
671	32841	0.3333333333333333
57	32849	0.1875
62	32849	0.0625
91	32849	0.0625
309	32849	0.4375
592	32849	0.0625
2166	32849	0.1875
186	32855	0.25
1481	32855	0.25
5515	32855	0.25
2265	32855	0.25
19	32858	0.16666666666666666
91	32858	0.3333333333333333
1919	32858	0.16666666666666666
2261	32858	0.3333333333333333
907	32866	0.5
2223	32866	0.5
12	32867	0.045454545454545456
14	32867	0.045454545454545456
25	32867	0.36363636363636365
695	32867	0.3181818181818182
907	32867	0.22727272727272727
87	32872	0.1
1588	32872	0.6
2331	32872	0.1
2753	32872	0.1
3072	32872	0.1
25	32875	0.2
2132	32875	0.2
2345	32875	0.2
2412	32875	0.1
2470	32875	0.2
3166	32875	0.1
113	32876	0.4
1015	32876	0.2
1685	32876	0.2
2266	32876	0.2
127	32880	0.25
186	32880	0.5
2268	32880	0.25
113	32881	0.3333333333333333
2267	32881	0.6666666666666666
1770	32892	1.0
3	32893	0.16666666666666666
14	32893	0.3333333333333333
2166	32893	0.5
14	32897	0.3333333333333333
317	32897	0.3333333333333333
1941	32897	0.3333333333333333
57	32900	0.3333333333333333
1350	32900	0.6666666666666666
1016	32905	0.3333333333333333
2313	32905	0.3333333333333333
2270	32905	0.3333333333333333
25	32908	0.4
2265	32908	0.6
3	32909	0.5
2271	32909	0.5
87	32910	0.25
3337	32910	0.25
4514	32910	0.25
2220	32910	0.25
13	32912	0.2222222222222222
25	32912	0.2222222222222222
2184	32912	0.4444444444444444
19858	32912	0.1111111111111111
25	32914	0.4
1621	32914	0.5
1830	32914	0.1
25	32915	0.5
189	32915	0.5
186	32929	0.25
2481	32929	0.25
5046	32929	0.25
95	32929	0.25
9	32930	0.25
11	32930	0.25
304	32930	0.5
186	32934	1.0
14	32938	0.5
2273	32938	0.5
173	32943	0.5
2274	32943	0.5
14	32946	0.14285714285714285
121	32946	0.2857142857142857
1621	32946	0.2857142857142857
1770	32946	0.2857142857142857
2166	32948	0.5
2261	32948	0.5
14	32952	0.3333333333333333
28567	32952	0.3333333333333333
176	32952	0.3333333333333333
2254	32956	1.0
1481	32959	0.5
2265	32959	0.5
547	32961	0.5
1633	32961	0.5
113	32963	0.5
1388	32963	0.5
1849	32966	0.4
15286	32966	0.2
23981	32966	0.4
3	32967	0.09090909090909091
635	32967	0.09090909090909091
1034	32967	0.18181818181818182
1102	32967	0.09090909090909091
2193	32967	0.09090909090909091
2241	32967	0.36363636363636365
30034	32967	0.09090909090909091
3040	32970	0.5
1388	32970	0.5
1250	32986	0.5
1481	32986	0.16666666666666666
3011	32986	0.16666666666666666
2277	32986	0.16666666666666666
14	32996	0.2
29	32996	0.2
244	32996	0.6
14	32999	0.3333333333333333
2279	32999	0.6666666666666666
3	33002	0.25
534	33002	0.25
1588	33002	0.25
2280	33002	0.25
1034	33016	1.0
653	33025	0.25
1982	33025	0.25
2283	33025	0.5
3	33033	0.5
907	33033	0.5
113	33034	0.3333333333333333
2267	33034	0.6666666666666666
1621	33040	0.4
1770	33040	0.4
1774	33040	0.2
2	33041	0.16666666666666666
14	33041	0.16666666666666666
534	33041	0.16666666666666666
2260	33041	0.3333333333333333
2295	33041	0.16666666666666666
653	33042	0.5
2079	33042	0.5
2265	33050	1.0
25	33055	0.3333333333333333
907	33055	0.6666666666666666
127	33058	0.25
635	33058	0.25
1034	33058	0.25
2286	33058	0.25
3317	33067	0.5
907	33067	0.5
907	33069	0.5
2287	33069	0.5
21	33072	0.2
116	33072	0.2
2288	33072	0.6
635	33073	0.2
2261	33073	0.6
2967	33073	0.2
18969	33074	0.5
2289	33074	0.5
92	33087	0.25
113	33087	0.5
2235	33087	0.25
653	33088	0.5
2241	33088	0.5
141	33090	0.25
957	33090	0.25
2292	33090	0.5
22	33091	0.3333333333333333
116	33091	0.5833333333333334
141	33091	0.08333333333333333
2573	33096	0.5
2188	33096	0.5
653	33097	0.5
118	33097	0.5
21	33098	0.5
2167	33098	0.5
2284	33104	1.0
195	33112	0.2
2293	33112	0.4
3114	33112	0.2
23792	33112	0.2
961	33122	0.3333333333333333
1941	33122	0.3333333333333333
1923	33122	0.3333333333333333
22	33125	0.5
2294	33125	0.5
961	33136	0.3333333333333333
1906	33136	0.6666666666666666
21	33145	0.5
78	33145	0.5
1552	33156	0.5
1919	33156	0.5
3	33159	0.5
2296	33159	0.5
195	33165	0.4
304	33165	0.2
961	33165	0.2
1442	33165	0.2
3	33167	0.2
961	33167	0.2
1293	33167	0.2
1906	33167	0.4
113	33175	0.5
1505	33175	0.5
961	33179	0.5
1442	33179	0.5
653	33184	0.5
1982	33184	0.5
961	33189	0.3333333333333333
2302	33189	0.6666666666666666
875	33191	0.5
2303	33191	0.5
195	33198	0.25
2258	33198	0.75
21	33214	0.16666666666666666
1314	33214	0.3333333333333333
2221	33214	0.5
189	33221	0.2
735	33221	0.6
1637	33221	0.2
127	33223	0.25
10721	33223	0.25
18850	33223	0.25
2177	33223	0.25
21	33225	0.25
702	33225	0.25
2686	33225	0.25
1637	33225	0.25
72	33231	0.5
2310	33231	0.5
9	33234	0.2
2311	33234	0.2
2318	33234	0.2
13256	33234	0.2
101	33234	0.2
141	33246	0.3333333333333333
2312	33246	0.6666666666666666
12	33251	0.6666666666666666
25	33251	0.3333333333333333
875	33254	0.25
2302	33254	0.5
6427	33254	0.25
25	33257	0.5
2266	33257	0.5
25	33263	0.09090909090909091
189	33263	0.2727272727272727
1314	33263	0.18181818181818182
2314	33263	0.45454545454545453
57	33265	0.5
1165	33265	0.5
1584	33279	0.2
2315	33279	0.4
3087	33279	0.2
3524	33279	0.2
1108	33281	0.36363636363636365
1622	33281	0.5454545454545454
3191	33281	0.09090909090909091
25	33287	0.125
360	33287	0.125
626	33287	0.125
982	33287	0.375
1483	33287	0.125
2231	33287	0.125
173	33288	0.5
2316	33288	0.5
21	33295	0.25
127	33295	0.25
2317	33295	0.5
91	33300	0.25
695	33300	0.5
2166	33300	0.25
14	33306	0.2
22	33306	0.2
189	33306	0.2
1314	33306	0.2
2314	33306	0.2
113	33310	0.5
186	33310	0.5
12	33311	0.2857142857142857
186	33311	0.42857142857142855
2029	33311	0.2857142857142857
1938	33318	0.3333333333333333
26705	33318	0.3333333333333333
19	33318	0.3333333333333333
14	33319	0.25
2035	33319	0.75
3	33326	0.25
1584	33326	0.25
1748	33326	0.25
2315	33326	0.25
1072	33334	0.5
2317	33334	0.5
10	33335	0.09090909090909091
95	33335	0.2727272727272727
186	33335	0.6363636363636364
25	33336	0.25
186	33336	0.25
1279	33336	0.25
2029	33336	0.25
186	33350	0.5
2320	33350	0.5
9	33355	0.5
1877	33355	0.5
25	33356	0.16666666666666666
1314	33356	0.8333333333333334
22	33358	0.3333333333333333
173	33358	0.16666666666666666
934	33358	0.16666666666666666
1660	33358	0.3333333333333333
1982	33365	1.0
25	33371	0.4
1314	33371	0.6
1505	33373	0.5
2283	33373	0.5
3	33374	0.16666666666666666
186	33374	0.3333333333333333
1742	33374	0.16666666666666666
2193	33374	0.16666666666666666
2322	33374	0.16666666666666666
127	33376	0.25
186	33376	0.25
2967	33376	0.25
896	33376	0.25
2	33380	0.16666666666666666
961	33380	0.16666666666666666
1938	33380	0.16666666666666666
2321	33380	0.3333333333333333
2668	33380	0.16666666666666666
3	33386	0.25
127	33386	0.25
2324	33386	0.5
14	33390	0.125
25	33390	0.125
1505	33390	0.375
2029	33390	0.375
11	33396	0.08333333333333333
12	33396	0.16666666666666666
14	33396	0.4166666666666667
25	33396	0.3333333333333333
141	33408	0.5
2223	33408	0.5
2154	33409	1.0
3	33410	0.25
118	33410	0.5
653	33410	0.25
91	33418	0.3333333333333333
635	33418	0.3333333333333333
2176	33418	0.3333333333333333
198	33422	0.5
1979	33422	0.5
57	33423	0.5
1165	33423	0.5
982	33424	0.5
1959	33424	0.5
173	33435	0.25
1314	33435	0.25
1383	33435	0.5
1165	33443	0.6666666666666666
1938	33443	0.3333333333333333
3	33448	0.25
21	33448	0.25
2328	33448	0.5
72	33449	0.043478260869565216
91	33449	0.2608695652173913
839	33449	0.17391304347826086
1001	33449	0.043478260869565216
1332	33449	0.043478260869565216
1481	33449	0.08695652173913043
2176	33449	0.043478260869565216
2207	33449	0.043478260869565216
2329	33449	0.08695652173913043
2498	33449	0.08695652173913043
2805	33449	0.043478260869565216
3729	33449	0.043478260869565216
1112	33454	0.5
2330	33454	0.5
18	33458	0.2
164	33458	0.2
1483	33458	0.2
2332	33458	0.4
961	33459	0.5
2296	33459	0.5
2334	33461	1.0
3	33469	0.1111111111111111
22	33469	0.2222222222222222
25	33469	0.1111111111111111
1383	33469	0.5555555555555556
653	33472	0.5
2336	33472	0.5
12	33477	0.2
173	33477	0.2
186	33477	0.2
875	33477	0.2
2291	33477	0.2
25	33482	0.25
401	33482	0.75
198	33483	0.3333333333333333
1986	33483	0.6666666666666666
195	33490	0.42857142857142855
1417	33490	0.5714285714285714
14	33493	0.18181818181818182
186	33493	0.18181818181818182
195	33493	0.09090909090909091
2177	33493	0.45454545454545453
4541	33493	0.09090909090909091
21	33503	0.5
2062	33503	0.5
1272	33507	0.4
3642	33507	0.4
2337	33507	0.2
144	33511	0.16666666666666666
653	33511	0.16666666666666666
1762	33511	0.16666666666666666
2338	33511	0.3333333333333333
2353	33511	0.16666666666666666
14	33513	0.25
1770	33513	0.5
1178	33513	0.25
113	33515	0.3
907	33515	0.4
2339	33515	0.1
2511	33515	0.2
173	33523	0.2
1938	33523	0.2
2230	33523	0.6
21	33537	0.5
2341	33537	0.5
186	33543	0.5
907	33543	0.5
127	33545	0.5
1973	33545	0.5
51	33547	0.3333333333333333
653	33547	0.3333333333333333
2338	33547	0.3333333333333333
171	33548	0.6666666666666666
2166	33548	0.3333333333333333
3	33550	0.3333333333333333
25	33550	0.3333333333333333
1941	33550	0.3333333333333333
3	33553	0.3333333333333333
1279	33553	0.6666666666666666
653	33559	0.3333333333333333
934	33559	0.3333333333333333
1660	33559	0.3333333333333333
1279	33563	1.0
91	33566	0.125
142	33566	0.125
2653	33566	0.25
2924	33566	0.125
3621	33566	0.125
24701	33566	0.125
2097	33566	0.125
25	33571	0.5
78	33571	0.5
173	33574	0.125
186	33574	0.375
1992	33574	0.375
3392	33574	0.125
1483	33585	0.25
1660	33585	0.25
2375	33585	0.25
1397	33585	0.25
25	33587	0.125
127	33587	0.125
1102	33587	0.375
1553	33587	0.25
2577	33587	0.125
2176	33590	1.0
10	33596	0.3333333333333333
29	33596	0.3333333333333333
1778	33596	0.3333333333333333
25	33601	0.2
2060	33601	0.6
7516	33601	0.2
18	33605	0.5
2332	33605	0.5
3	33610	0.25
2122	33610	0.5
2176	33610	0.25
1108	33615	0.5
1622	33615	0.5
51	33621	0.5555555555555556
957	33621	0.3333333333333333
3140	33621	0.1111111111111111
50	33622	0.16666666666666666
219	33622	0.041666666666666664
538	33622	0.041666666666666664
639	33622	0.041666666666666664
931	33622	0.041666666666666664
1108	33622	0.125
1279	33622	0.041666666666666664
1483	33622	0.25
2345	33622	0.041666666666666664
2435	33622	0.041666666666666664
2493	33622	0.041666666666666664
2836	33622	0.041666666666666664
3073	33622	0.041666666666666664
3486	33622	0.041666666666666664
127	33623	0.5
1801	33623	0.5
14	33624	0.09090909090909091
25	33624	0.36363636363636365
97	33624	0.18181818181818182
121	33624	0.18181818181818182
195	33624	0.09090909090909091
1505	33624	0.09090909090909091
875	33628	0.25
1279	33628	0.25
3149	33628	0.25
982	33628	0.25
14	33641	0.1111111111111111
635	33641	0.1111111111111111
671	33641	0.3333333333333333
2967	33641	0.4444444444444444
606	33645	0.3333333333333333
1073	33645	0.16666666666666666
1716	33645	0.3333333333333333
1369	33645	0.16666666666666666
1483	33647	0.16666666666666666
2868	33647	0.3333333333333333
3040	33647	0.3333333333333333
1369	33647	0.16666666666666666
1112	33652	0.5
1617	33652	0.5
21	33654	0.25
1931	33654	0.75
95	33664	0.5
939	33664	0.16666666666666666
1617	33664	0.3333333333333333
25	33666	0.16666666666666666
186	33666	0.16666666666666666
2984	33666	0.16666666666666666
3864	33666	0.3333333333333333
2352	33666	0.16666666666666666
653	33677	0.5
118	33677	0.5
15436	33679	0.5
2235	33679	0.5
95	33684	0.3333333333333333
452	33684	0.6666666666666666
4478	33685	0.3333333333333333
22154	33685	0.3333333333333333
2068	33685	0.3333333333333333
141	33700	0.3333333333333333
4759	33700	0.3333333333333333
2357	33700	0.3333333333333333
635	33709	0.5
2058	33709	0.5
25	33717	0.4
1411	33717	0.4
871	33717	0.2
22	33731	0.25
120	33731	0.25
317	33731	0.25
635	33731	0.25
11	33736	0.25
12	33736	0.125
95	33736	0.25
173	33736	0.375
653	33742	0.5
75	33742	0.5
186	33746	0.5
1108	33746	0.5
1588	33751	1.0
122	33753	0.25
702	33753	0.5
2205	33753	0.25
127	33754	0.3333333333333333
2282	33754	0.6666666666666666
57	33755	0.1111111111111111
102	33755	0.1111111111111111
2571	33755	0.2222222222222222
3230	33755	0.1111111111111111
3661	33755	0.3333333333333333
702	33755	0.1111111111111111
1483	33760	0.5
2360	33760	0.5
120	33763	0.4
1481	33763	0.2
2805	33763	0.2
2214	33763	0.2
2107	33764	0.16666666666666666
2123	33764	0.6666666666666666
4109	33764	0.16666666666666666
653	33768	0.5
118	33768	0.5
21	33769	0.06666666666666667
25	33769	0.2
4325	33769	0.06666666666666667
11031	33769	0.06666666666666667
14411	33769	0.06666666666666667
21723	33769	0.06666666666666667
22564	33769	0.06666666666666667
22691	33769	0.06666666666666667
23427	33769	0.06666666666666667
25791	33769	0.06666666666666667
26619	33769	0.06666666666666667
27813	33769	0.06666666666666667
2302	33769	0.06666666666666667
22	33772	0.25
122	33772	0.25
2363	33772	0.5
3	33779	0.125
21	33779	0.25
2365	33779	0.625
3	33783	0.2
21	33783	0.2
25	33783	0.2
957	33783	0.2
2366	33783	0.2
127	33795	0.18181818181818182
195	33795	0.09090909090909091
198	33795	0.2727272727272727
2368	33795	0.45454545454545453
3	33796	0.16666666666666666
127	33796	0.3333333333333333
266	33796	0.16666666666666666
2267	33796	0.3333333333333333
635	33801	0.3333333333333333
2075	33801	0.6666666666666666
25	33802	0.5
1849	33802	0.5
22	33804	0.3333333333333333
25	33804	0.16666666666666666
2336	33804	0.5
19	33806	0.4
2369	33806	0.6
127	33811	0.2
195	33811	0.4
198	33811	0.2
2370	33811	0.2
127	33812	0.1
195	33812	0.1
198	33812	0.2
2136	33812	0.2
14071	33812	0.1
23349	33812	0.1
25866	33812	0.1
26971	33812	0.1
10	33823	0.16666666666666666
246	33823	0.8333333333333334
14	33824	0.3333333333333333
127	33824	0.16666666666666666
1423	33824	0.5
502	33825	0.25
1147	33825	0.5
2772	33825	0.25
502	33835	0.5
1147	33835	0.5
33	33852	0.2
1583	33852	0.4
26301	33852	0.2
2146	33852	0.2
144	33853	0.3333333333333333
1770	33853	0.3333333333333333
2371	33853	0.3333333333333333
