u	q	r
1034	140746	0.16666666666666666
1370	140746	0.5
6486	140746	0.16666666666666666
12786	140746	0.16666666666666666
57	140771	0.5
9676	140771	0.5
31	140811	0.3333333333333333
5425	140811	0.6666666666666666
5184	140831	0.5
12801	140831	0.5
1034	140881	0.3333333333333333
13401	140881	0.6666666666666666
13451	140926	1.0
51	140946	0.3333333333333333
29146	140946	0.3333333333333333
10806	140946	0.3333333333333333
141	140951	0.3333333333333333
13456	140951	0.6666666666666666
57	140996	0.2
9331	140996	0.8
4478	141001	0.5
3901	141001	0.5
793	141011	0.3333333333333333
11046	141011	0.6666666666666666
19	141051	0.25
3632	141051	0.25
4967	141051	0.5
25	141056	0.25
159	141056	0.5
13766	141056	0.25
11806	141066	0.6666666666666666
20765	141066	0.3333333333333333
1034	141076	0.5
6791	141076	0.5
57	141081	0.3333333333333333
1034	141081	0.3333333333333333
1637	141081	0.3333333333333333
9406	141131	1.0
875	141141	0.6666666666666666
1370	141141	0.3333333333333333
410	141151	0.2
1034	141151	0.2
13451	141151	0.2
19863	141151	0.2
12786	141151	0.2
7761	141166	0.3333333333333333
12786	141166	0.6666666666666666
1034	141221	0.36363636363636365
3729	141221	0.6363636363636364
1272	141261	0.3333333333333333
4454	141261	0.6666666666666666
195	141276	0.25
3675	141276	0.25
12986	141276	0.5
51	141301	0.1111111111111111
4499	141301	0.2222222222222222
5346	141301	0.1111111111111111
11866	141301	0.5555555555555556
19	141341	0.16666666666666666
1034	141341	0.16666666666666666
11826	141341	0.5
18781	141341	0.16666666666666666
1034	141366	0.1111111111111111
1272	141366	0.3333333333333333
1303	141366	0.4444444444444444
25950	141366	0.1111111111111111
3675	141431	0.5
5138	141431	0.375
17901	141431	0.125
195	141446	0.25
4924	141446	0.25
10981	141446	0.5
3675	141466	0.2
5184	141466	0.2
6115	141466	0.4
12786	141466	0.2
3826	141491	1.0
3675	141521	0.16666666666666666
4680	141521	0.16666666666666666
13506	141521	0.6666666666666666
20159	141616	0.3333333333333333
25832	141616	0.3333333333333333
13521	141616	0.3333333333333333
25	141631	0.25
2575	141631	0.25
5506	141631	0.5
1370	141676	0.25
3675	141676	0.08333333333333333
4478	141676	0.25
13536	141676	0.3333333333333333
33071	141676	0.08333333333333333
11976	141721	0.5
9591	141721	0.5
4680	141741	0.3333333333333333
11486	141741	0.6666666666666666
1034	141806	0.25
1370	141806	0.125
3498	141806	0.25
19646	141806	0.375
1272	141831	0.3333333333333333
9591	141831	0.6666666666666666
57	141871	0.42857142857142855
12786	141871	0.5714285714285714
3	141951	0.14285714285714285
122	141951	0.2857142857142857
9406	141951	0.5714285714285714
22	141976	0.3333333333333333
57	141976	0.3333333333333333
13551	141976	0.3333333333333333
1272	141981	0.4
4967	141981	0.6
13716	142006	0.5
13556	142006	0.5
1370	142011	0.5
13561	142011	0.5
57	142061	0.3333333333333333
1370	142061	0.16666666666666666
12066	142061	0.5
1370	142066	0.1
4478	142066	0.2
4790	142066	0.6
25791	142066	0.1
51	142116	0.3333333333333333
13601	142116	0.6666666666666666
57	142121	0.2
6486	142121	0.2
12786	142121	0.6
122	142156	0.14285714285714285
1370	142156	0.2857142857142857
13601	142156	0.5714285714285714
4878	142166	0.25
5270	142166	0.5
22729	142166	0.25
3	142241	0.3333333333333333
9136	142241	0.6666666666666666
1001	142271	0.16666666666666666
1370	142271	0.16666666666666666
5184	142271	0.25
13606	142271	0.3333333333333333
25632	142271	0.08333333333333333
2515	142316	0.5
10531	142316	0.5
1370	142326	0.3333333333333333
11326	142326	0.5833333333333334
14051	142326	0.08333333333333333
120	142351	0.2
122	142351	0.4
8236	142351	0.4
57	142366	0.2222222222222222
9446	142366	0.1111111111111111
11016	142366	0.6666666666666666
57	142391	0.6666666666666666
13651	142391	0.3333333333333333
839	142421	0.25
1370	142421	0.25
9751	142421	0.5
1034	142451	0.4
3729	142451	0.6
1034	142456	0.4
1469	142456	0.4
13626	142456	0.2
3	142461	0.1111111111111111
905	142461	0.2222222222222222
2899	142461	0.1111111111111111
5347	142461	0.2777777777777778
9406	142461	0.16666666666666666
20807	142461	0.1111111111111111
1034	142486	0.5
3014	142486	0.16666666666666666
4962	142486	0.3333333333333333
25	142491	0.14285714285714285
351	142491	0.2857142857142857
1034	142491	0.14285714285714285
1370	142491	0.2857142857142857
3675	142491	0.14285714285714285
1034	142591	0.5
13506	142591	0.5
51	142611	0.14285714285714285
13601	142611	0.5714285714285714
13926	142611	0.2857142857142857
3675	142631	0.5
5187	142631	0.5
3675	142636	0.5
13601	142636	0.125
13641	142636	0.375
4478	142651	0.16666666666666666
9406	142651	0.3333333333333333
13646	142651	0.5
30	142686	0.25
982	142686	0.25
4478	142686	0.125
5270	142686	0.25
8936	142686	0.125
1370	142711	0.5
11321	142711	0.5
122	142731	0.25
1370	142731	0.25
10951	142731	0.25
12791	142731	0.25
19	142736	0.25
1599	142736	0.25
6791	142736	0.25
13196	142736	0.25
1370	142846	0.3333333333333333
3675	142846	0.16666666666666666
5138	142846	0.5
3675	142861	0.3333333333333333
9246	142861	0.6666666666666666
122	142891	0.4
5470	142891	0.2
13671	142891	0.4
19	142986	0.3333333333333333
6791	142986	0.3333333333333333
3237	142986	0.3333333333333333
422	143076	0.5
11546	143076	0.5
274	143111	1.0
3462	143121	0.25
8836	143121	0.25
13691	143121	0.5
1108	143141	0.2
1370	143141	0.3333333333333333
13066	143141	0.4666666666666667
1370	143151	0.3333333333333333
13066	143151	0.6666666666666666
1370	143196	0.25
3632	143196	0.25
12786	143196	0.5
13631	143211	0.5
13776	143211	0.5
4590	143236	0.75
12786	143236	0.25
25	143246	0.07692307692307693
779	143246	0.5384615384615384
1370	143246	0.23076923076923078
12786	143246	0.07692307692307693
13451	143246	0.07692307692307693
304	143256	0.16666666666666666
6115	143256	0.6666666666666666
12786	143256	0.16666666666666666
1370	143281	0.5
8606	143281	0.5
1992	143296	0.4
3462	143296	0.6
1370	143306	0.3333333333333333
2575	143306	0.16666666666666666
6506	143306	0.5
173	143326	0.2
13721	143326	0.8
113	143346	0.5
5391	143346	0.5
173	143361	0.3333333333333333
1370	143361	0.16666666666666666
12786	143361	0.5
4072	143416	0.6
9406	143416	0.4
1370	143421	0.5
12786	143421	0.5
18936	143426	0.5
9071	143426	0.5
1370	143476	0.6
4858	143476	0.4
1370	143496	0.3333333333333333
14001	143496	0.1111111111111111
18901	143496	0.1111111111111111
26450	143496	0.1111111111111111
31455	143496	0.1111111111111111
33328	143496	0.1111111111111111
13736	143496	0.1111111111111111
1370	143546	0.5
13741	143546	0.5
13066	143596	0.5
9931	143596	0.5
3675	143606	0.3333333333333333
13506	143606	0.6666666666666666
2119	143681	0.3333333333333333
13261	143681	0.6666666666666666
12786	143721	1.0
141	143741	0.3333333333333333
3014	143741	0.3333333333333333
13786	143741	0.3333333333333333
2476	143746	0.5
13781	143746	0.5
3189	143756	0.6666666666666666
4478	143756	0.3333333333333333
122	143796	0.2
390	143796	0.6
4478	143796	0.2
113	143841	0.18181818181818182
141	143841	0.18181818181818182
3014	143841	0.18181818181818182
13801	143841	0.36363636363636365
25798	143841	0.09090909090909091
141	143846	0.4
358	143846	0.4
13796	143846	0.2
113	143871	0.25
13681	143871	0.75
291	143876	0.6666666666666666
3675	143876	0.3333333333333333
3632	143891	0.6
4402	143891	0.4
1108	143916	0.3333333333333333
3901	143916	0.3333333333333333
5223	143916	0.16666666666666666
12746	143916	0.16666666666666666
3292	143936	0.5
12786	143936	0.5
80	143986	0.14285714285714285
1034	143986	0.14285714285714285
4085	143986	0.42857142857142855
11601	143986	0.14285714285714285
17736	143986	0.14285714285714285
1779	143991	0.5714285714285714
2575	143991	0.14285714285714285
3292	143991	0.2857142857142857
57	144006	0.14285714285714285
3675	144006	0.14285714285714285
6556	144006	0.14285714285714285
9676	144006	0.42857142857142855
25095	144006	0.14285714285714285
4478	144056	0.25
12786	144056	0.5
26659	144056	0.25
3292	144071	0.3333333333333333
19913	144071	0.3333333333333333
12986	144071	0.3333333333333333
875	144096	0.5
13401	144096	0.5
10	144116	0.3333333333333333
5347	144116	0.3333333333333333
102	144116	0.3333333333333333
905	144136	0.5
5347	144136	0.5
51	144141	0.5
11866	144141	0.5
6124	144161	0.3333333333333333
12146	144161	0.6666666666666666
4478	144176	0.3333333333333333
5347	144176	0.6666666666666666
62	144181	0.16666666666666666
830	144181	0.16666666666666666
9071	144181	0.6666666666666666
1034	144186	0.3333333333333333
12086	144186	0.6666666666666666
87	144226	0.09090909090909091
291	144226	0.36363636363636365
3292	144226	0.45454545454545453
3990	144226	0.09090909090909091
3632	144296	0.5
4959	144296	0.5
2044	144301	0.6666666666666666
3292	144301	0.3333333333333333
30	144306	0.42857142857142855
13681	144306	0.5714285714285714
173	144311	0.3333333333333333
12511	144311	0.6666666666666666
3462	144366	0.2857142857142857
9406	144366	0.14285714285714285
12786	144366	0.5714285714285714
3292	144391	0.3
5184	144391	0.1
11476	144391	0.6
10726	144396	0.3333333333333333
11961	144396	0.6666666666666666
3	144401	0.2
4680	144401	0.2
12841	144401	0.6
141	144531	0.5
13261	144531	0.5
410	144556	0.16666666666666666
11016	144556	0.3333333333333333
26847	144556	0.16666666666666666
27567	144556	0.16666666666666666
32159	144556	0.16666666666666666
25	144566	0.5
5506	144566	0.5
4478	144571	0.3333333333333333
8526	144571	0.3333333333333333
14356	144571	0.16666666666666666
25023	144571	0.16666666666666666
57	144596	0.125
1034	144596	0.125
1112	144596	0.125
2193	144596	0.125
13706	144596	0.125
28889	144596	0.25
9086	144596	0.125
195	144631	0.3333333333333333
13876	144631	0.6666666666666666
3662	144646	0.1
4405	144646	0.5
4478	144646	0.2
6556	144646	0.1
21723	144646	0.1
3435	144766	0.6666666666666666
4478	144766	0.3333333333333333
4478	144776	0.25
19412	144776	0.25
29759	144776	0.25
3901	144776	0.25
1034	144861	0.3333333333333333
4478	144861	0.3333333333333333
12131	144861	0.3333333333333333
5202	144946	0.5
6556	144946	0.25
18176	144946	0.25
2254	144956	0.6666666666666666
3292	144956	0.3333333333333333
10	144996	0.3333333333333333
270	144996	0.6666666666666666
11311	145061	0.4
13681	145061	0.6
1034	145086	0.3333333333333333
12786	145086	0.6666666666666666
5454	145146	0.5
10531	145146	0.5
3551	145156	1.0
2647	145176	0.2
10951	145176	0.6
11311	145176	0.2
4478	145221	0.3333333333333333
7366	145221	0.6666666666666666
57	145231	0.3333333333333333
1034	145231	0.16666666666666666
5132	145231	0.5
20666	145276	0.16666666666666666
21281	145276	0.3333333333333333
21973	145276	0.3333333333333333
1103	145276	0.16666666666666666
57	145296	0.5
13931	145296	0.5
295	145351	0.25
1034	145351	0.25
13936	145351	0.5
3527	145411	0.5
13681	145411	0.5
51	145461	0.25
1761	145461	0.75
1034	145511	0.3333333333333333
3784	145511	0.3333333333333333
2778	145511	0.3333333333333333
51	145521	0.16666666666666666
1034	145521	0.16666666666666666
9186	145521	0.16666666666666666
13311	145521	0.3333333333333333
14746	145521	0.16666666666666666
12751	145546	0.5
11231	145546	0.5
11311	145571	0.5
9291	145571	0.5
10621	145581	0.5
13946	145581	0.5
5617	145601	0.2857142857142857
11476	145601	0.5714285714285714
22933	145601	0.14285714285714285
11826	145796	1.0
5206	145801	0.25
13391	145801	0.08333333333333333
20227	145801	0.08333333333333333
24342	145801	0.08333333333333333
25178	145801	0.08333333333333333
25360	145801	0.08333333333333333
26985	145801	0.08333333333333333
29943	145801	0.08333333333333333
30451	145801	0.08333333333333333
34625	145801	0.08333333333333333
11311	145851	1.0
1370	145856	0.5
13996	145856	0.5
1370	145861	0.5
11826	145861	0.5
1034	145866	0.25
3081	145866	0.25
4037	145866	0.5
1034	145881	0.3
1370	145881	0.2
14001	145881	0.5
830	145906	0.125
1370	145906	0.375
11311	145906	0.1875
13706	145906	0.25
9291	145906	0.0625
195	145951	0.14285714285714285
21751	145951	0.42857142857142855
23343	145951	0.14285714285714285
31663	145951	0.14285714285714285
13381	145951	0.14285714285714285
57	145966	0.3333333333333333
295	145966	0.6666666666666666
1034	146001	0.3333333333333333
12841	146001	0.6666666666666666
122	146026	0.2
1370	146026	0.4
2803	146026	0.4
1973	146081	0.25
4074	146081	0.75
3362	146096	0.5
3532	146096	0.16666666666666666
14946	146096	0.16666666666666666
18936	146096	0.16666666666666666
173	146111	0.2
4120	146111	0.4
26769	146111	0.2
31437	146111	0.2
3	146126	0.3333333333333333
20150	146126	0.3333333333333333
1738	146126	0.3333333333333333
11311	146131	0.25
11781	146131	0.75
29146	146161	0.5
13311	146161	0.5
1034	146171	0.5
14051	146171	0.5
1034	146221	0.5
12786	146221	0.5
1034	146236	0.5
12786	146236	0.5
122	146286	0.25
4485	146286	0.625
13601	146286	0.125
122	146351	0.2222222222222222
1034	146351	0.1111111111111111
1370	146351	0.2222222222222222
14081	146351	0.4444444444444444
4478	146356	0.5
12786	146356	0.5
1370	146396	0.21428571428571427
3271	146396	0.35714285714285715
10621	146396	0.07142857142857142
14091	146396	0.07142857142857142
14636	146396	0.21428571428571427
27095	146396	0.07142857142857142
4478	146411	0.5
14101	146411	0.5
1034	146461	0.2
10216	146461	0.8
122	146481	0.26666666666666666
830	146481	0.06666666666666667
4967	146481	0.5333333333333333
7761	146481	0.13333333333333333
122	146486	0.42857142857142855
1370	146486	0.14285714285714285
12786	146486	0.42857142857142855
85	146531	0.4
485	146531	0.2
1034	146531	0.4
214	146541	0.25
14126	146541	0.75
1272	146616	0.3333333333333333
5184	146616	0.16666666666666666
14136	146616	0.3333333333333333
27112	146616	0.16666666666666666
3	146626	0.25
1370	146626	0.25
4021	146626	0.5
1370	146661	0.4444444444444444
12786	146661	0.1111111111111111
13681	146661	0.4444444444444444
1370	146721	0.25
1492	146721	0.5
3632	146721	0.25
1370	146731	0.45454545454545453
14146	146731	0.5454545454545454
1370	146801	0.36363636363636365
1471	146801	0.09090909090909091
14151	146801	0.5454545454545454
31	146806	0.1
3462	146806	0.3
5686	146806	0.4
23601	146806	0.2
5346	146811	0.5
14156	146811	0.5
1370	146821	0.5
14156	146821	0.5
1370	146826	0.3333333333333333
12786	146826	0.6666666666666666
25	146856	0.125
31	146856	0.125
2575	146856	0.25
5276	146856	0.5
4478	146881	0.5
14166	146881	0.5
1370	146916	0.25
10621	146916	0.5
14171	146916	0.25
10	146921	0.3333333333333333
1370	146921	0.6666666666666666
1034	146926	0.25
1370	146926	0.25
3904	146926	0.25
8621	146926	0.25
830	146991	0.4
2641	146991	0.6
14126	147006	1.0
57	147021	0.25
1034	147021	0.25
3642	147021	0.375
18901	147021	0.125
3	147081	0.3333333333333333
1034	147081	0.3333333333333333
3990	147081	0.3333333333333333
9671	147126	0.3333333333333333
11806	147126	0.6666666666666666
96	147131	0.1111111111111111
1370	147131	0.2222222222222222
4428	147131	0.2222222222222222
11311	147131	0.1111111111111111
13681	147131	0.2222222222222222
13976	147131	0.1111111111111111
1370	147141	0.4
1575	147141	0.2
14181	147141	0.4
13066	147151	1.0
1034	147211	0.1
2967	147211	0.1
11311	147211	0.3
13681	147211	0.4
26847	147211	0.1
1034	147231	0.3
11311	147231	0.7
1370	147236	0.5
9531	147236	0.5
1370	147241	0.18181818181818182
4478	147241	0.36363636363636365
14196	147241	0.45454545454545453
4478	147321	0.3333333333333333
33316	147321	0.3333333333333333
12786	147321	0.3333333333333333
1370	147346	0.625
12786	147346	0.375
246	147391	0.1111111111111111
1370	147391	0.1111111111111111
4120	147391	0.3333333333333333
5184	147391	0.2222222222222222
27706	147391	0.1111111111111111
29528	147391	0.1111111111111111
1370	147451	0.4
13151	147451	0.4
20863	147451	0.2
1370	147496	0.5
14151	147496	0.5
1370	147546	0.5
13401	147546	0.5
246	147586	0.2727272727272727
1370	147586	0.18181818181818182
2398	147586	0.36363636363636365
2575	147586	0.18181818181818182
1370	147611	0.5714285714285714
3462	147611	0.14285714285714285
12521	147611	0.2857142857142857
57	147651	0.1
1370	147651	0.6
14081	147651	0.3
3	147671	0.5
14066	147671	0.5
1370	147826	0.3333333333333333
14236	147826	0.6666666666666666
91	147836	0.2
351	147836	0.4
1370	147836	0.2
10621	147836	0.2
1034	147846	0.09090909090909091
3632	147846	0.36363636363636365
10951	147846	0.45454545454545453
11016	147846	0.09090909090909091
1034	147871	0.2
1370	147871	0.2
18857	147871	0.1
18958	147871	0.1
19842	147871	0.3
13741	147871	0.1
1370	147876	0.4
14196	147876	0.6
6506	147886	0.6666666666666666
21773	147886	0.3333333333333333
1370	147906	0.5
14251	147906	0.5
51	147916	0.3333333333333333
11866	147916	0.6666666666666666
10	147931	0.1111111111111111
173	147931	0.16666666666666666
4682	147931	0.05555555555555555
5184	147931	0.16666666666666666
12141	147931	0.3333333333333333
30307	147931	0.16666666666666666
2967	147991	0.3333333333333333
14286	147991	0.6666666666666666
11311	147996	0.5
13411	147996	0.5
19307	148006	0.5
8206	148006	0.5
1370	148021	0.1
3384	148021	0.4
12491	148021	0.5
